row_type,node_key,neo_id,labels,source_key,source_neo_id,source_labels,source_props,target_key,target_neo_id,target_labels,target_props,rel_type,display,props
EDGE,,,,Product:46,30,Product,"{""id"": 46}",Product:48,27,Product,"{""id"": 48}",SIMILAR,,"{""score"": 0.6763919858000751}"
EDGE,,,,Product:46,30,Product,"{""id"": 46}",Product:47,28,Product,"{""id"": 47}",SIMILAR,,"{""score"": 0.7021725037581942}"
EDGE,,,,Product:44,31,Product,"{""id"": 44}",Product:43,33,Product,"{""id"": 43}",SIMILAR,,"{""score"": 0.7518333795398426}"
EDGE,,,,Product:44,31,Product,"{""id"": 44}",Product:34,45,Product,"{""id"": 34}",SIMILAR,,"{""score"": 0.688334851125582}"
EDGE,,,,Product:44,31,Product,"{""id"": 44}",Product:33,46,Product,"{""id"": 33}",SIMILAR,,"{""score"": 0.6857393485976233}"
EDGE,,,,Product:44,31,Product,"{""id"": 44}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.683349559197895}"
EDGE,,,,Product:44,31,Product,"{""id"": 44}",Product:11,69,Product,"{""id"": 11}",SIMILAR,,"{""score"": 0.7010815521194518}"
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Product:44,31,Product,"{""id"": 44}",SIMILAR,,"{""score"": 0.7518333795398426}"
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Product:40,36,Product,"{""id"": 40}",SIMILAR,,"{""score"": 0.7291971327015785}"
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Product:33,46,Product,"{""id"": 33}",SIMILAR,,"{""score"": 0.6897140429769633}"
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Product:23,57,Product,"{""id"": 23}",SIMILAR,,"{""score"": 0.6845318790989913}"
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.698976074840569}"
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Product:12,68,Product,"{""id"": 12}",SIMILAR,,"{""score"": 0.7020956608283732}"
EDGE,,,,Product:42,34,Product,"{""id"": 42}",Product:23,57,Product,"{""id"": 23}",SIMILAR,,"{""score"": 0.6835857282057799}"
EDGE,,,,Product:42,34,Product,"{""id"": 42}",Product:22,58,Product,"{""id"": 22}",SIMILAR,,"{""score"": 0.6847687853749382}"
EDGE,,,,Product:42,34,Product,"{""id"": 42}",Product:21,59,Product,"{""id"": 21}",SIMILAR,,"{""score"": 0.7196389685415274}"
EDGE,,,,Product:42,34,Product,"{""id"": 42}",Product:18,62,Product,"{""id"": 18}",SIMILAR,,"{""score"": 0.7064881852580123}"
EDGE,,,,Product:42,34,Product,"{""id"": 42}",Product:16,64,Product,"{""id"": 16}",SIMILAR,,"{""score"": 0.7042445940536712}"
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Product:40,36,Product,"{""id"": 40}",SIMILAR,,"{""score"": 0.7086306265728067}"
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Product:39,38,Product,"{""id"": 39}",SIMILAR,,"{""score"": 0.686725554338902}"
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Product:23,57,Product,"{""id"": 23}",SIMILAR,,"{""score"": 0.6873245804229783}"
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Product:21,59,Product,"{""id"": 21}",SIMILAR,,"{""score"": 0.6940623454850059}"
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.7029124708445458}"
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Product:18,62,Product,"{""id"": 18}",SIMILAR,,"{""score"": 0.6879965492763991}"
EDGE,,,,Product:40,36,Product,"{""id"": 40}",Product:43,33,Product,"{""id"": 43}",SIMILAR,,"{""score"": 0.7291971327015785}"
EDGE,,,,Product:40,36,Product,"{""id"": 40}",Product:41,35,Product,"{""id"": 41}",SIMILAR,,"{""score"": 0.7086306265728067}"
EDGE,,,,Product:40,36,Product,"{""id"": 40}",Product:39,38,Product,"{""id"": 39}",SIMILAR,,"{""score"": 0.7149086958449101}"
EDGE,,,,Product:40,36,Product,"{""id"": 40}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.7559727922979379}"
EDGE,,,,Product:40,36,Product,"{""id"": 40}",Product:19,61,Product,"{""id"": 19}",SIMILAR,,"{""score"": 0.7893401516645991}"
EDGE,,,,Product:39,38,Product,"{""id"": 39}",Product:41,35,Product,"{""id"": 41}",SIMILAR,,"{""score"": 0.686725554338902}"
EDGE,,,,Product:39,38,Product,"{""id"": 39}",Product:40,36,Product,"{""id"": 40}",SIMILAR,,"{""score"": 0.7149086958449101}"
EDGE,,,,Product:39,38,Product,"{""id"": 39}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.6902859335877484}"
EDGE,,,,Product:39,38,Product,"{""id"": 39}",Product:19,61,Product,"{""id"": 19}",SIMILAR,,"{""score"": 0.6766927844219081}"
EDGE,,,,Product:39,38,Product,"{""id"": 39}",Product:18,62,Product,"{""id"": 18}",SIMILAR,,"{""score"": 0.78437799245822}"
EDGE,,,,Product:38,39,Product,"{""id"": 38}",Product:45,9,Product,"{""id"": 45}",SIMILAR,,"{""score"": 0.708322958555495}"
EDGE,,,,Product:38,39,Product,"{""id"": 38}",Product:37,41,Product,"{""id"": 37}",SIMILAR,,"{""score"": 0.7667078291875566}"
EDGE,,,,Product:38,39,Product,"{""id"": 38}",Product:24,56,Product,"{""id"": 24}",SIMILAR,,"{""score"": 0.7054487235956391}"
EDGE,,,,Product:38,39,Product,"{""id"": 38}",Product:17,63,Product,"{""id"": 17}",SIMILAR,,"{""score"": 0.748512877777516}"
EDGE,,,,Product:38,39,Product,"{""id"": 38}",Product:16,64,Product,"{""id"": 16}",SIMILAR,,"{""score"": 0.7622115027328887}"
EDGE,,,,Product:37,41,Product,"{""id"": 37}",Product:45,9,Product,"{""id"": 45}",SIMILAR,,"{""score"": 0.733302028966852}"
EDGE,,,,Product:37,41,Product,"{""id"": 37}",Product:38,39,Product,"{""id"": 38}",SIMILAR,,"{""score"": 0.7667078291875566}"
EDGE,,,,Product:37,41,Product,"{""id"": 37}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.759911946618268}"
EDGE,,,,Product:37,41,Product,"{""id"": 37}",Product:17,63,Product,"{""id"": 17}",SIMILAR,,"{""score"": 0.8460122993938973}"
EDGE,,,,Product:37,41,Product,"{""id"": 37}",Product:16,64,Product,"{""id"": 16}",SIMILAR,,"{""score"": 0.7823968018436442}"
EDGE,,,,Product:36,42,Product,"{""id"": 36}",Product:35,44,Product,"{""id"": 35}",SIMILAR,,"{""score"": 0.7785512395100715}"
EDGE,,,,Product:36,42,Product,"{""id"": 36}",Product:34,45,Product,"{""id"": 34}",SIMILAR,,"{""score"": 0.743114700445296}"
EDGE,,,,Product:36,42,Product,"{""id"": 36}",Product:11,69,Product,"{""id"": 11}",SIMILAR,,"{""score"": 0.7608126799604433}"
EDGE,,,,Product:36,42,Product,"{""id"": 36}",Product:10,70,Product,"{""id"": 10}",SIMILAR,,"{""score"": 0.7855215002518334}"
EDGE,,,,Product:36,42,Product,"{""id"": 36}",Product:2,78,Product,"{""id"": 2}",SIMILAR,,"{""score"": 0.7385492320430931}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:54,18,Product,"{""id"": 54}",SIMILAR,,"{""score"": 0.6467537884708945}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:36,42,Product,"{""id"": 36}",SIMILAR,,"{""score"": 0.7785512395100715}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:34,45,Product,"{""id"": 34}",SIMILAR,,"{""score"": 0.757754432625316}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:16,64,Product,"{""id"": 16}",SIMILAR,,"{""score"": 0.7351213902458541}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:11,69,Product,"{""id"": 11}",SIMILAR,,"{""score"": 0.828555933999165}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:10,70,Product,"{""id"": 10}",SIMILAR,,"{""score"": 0.7770564698695421}"
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Product:5,75,Product,"{""id"": 5}",SIMILAR,,"{""score"": 0.7692793588620461}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:44,31,Product,"{""id"": 44}",SIMILAR,,"{""score"": 0.688334851125582}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:36,42,Product,"{""id"": 36}",SIMILAR,,"{""score"": 0.743114700445296}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:35,44,Product,"{""id"": 35}",SIMILAR,,"{""score"": 0.757754432625316}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:33,46,Product,"{""id"": 33}",SIMILAR,,"{""score"": 0.7494311883492127}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.8403774770363075}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:11,69,Product,"{""id"": 11}",SIMILAR,,"{""score"": 0.754205923841266}"
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Product:10,70,Product,"{""id"": 10}",SIMILAR,,"{""score"": 0.8372236412355644}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:44,31,Product,"{""id"": 44}",SIMILAR,,"{""score"": 0.6857393485976233}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:43,33,Product,"{""id"": 43}",SIMILAR,,"{""score"": 0.6897140429769633}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:34,45,Product,"{""id"": 34}",SIMILAR,,"{""score"": 0.7494311883492127}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:32,48,Product,"{""id"": 32}",SIMILAR,,"{""score"": 0.7813520041834323}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:14,66,Product,"{""id"": 14}",SIMILAR,,"{""score"": 0.785702985192958}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.7879297023780226}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:12,68,Product,"{""id"": 12}",SIMILAR,,"{""score"": 0.770311851718404}"
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.7621937743091375}"
EDGE,,,,Product:32,48,Product,"{""id"": 32}",Product:33,46,Product,"{""id"": 33}",SIMILAR,,"{""score"": 0.7813520041834323}"
EDGE,,,,Product:32,48,Product,"{""id"": 32}",Product:29,51,Product,"{""id"": 29}",SIMILAR,,"{""score"": 0.7455870198983137}"
EDGE,,,,Product:32,48,Product,"{""id"": 32}",Product:15,65,Product,"{""id"": 15}",SIMILAR,,"{""score"": 0.7852665826448272}"
EDGE,,,,Product:32,48,Product,"{""id"": 32}",Product:12,68,Product,"{""id"": 12}",SIMILAR,,"{""score"": 0.7373306856246212}"
EDGE,,,,Product:32,48,Product,"{""id"": 32}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.7685714975853922}"
EDGE,,,,Product:31,49,Product,"{""id"": 31}",Product:30,50,Product,"{""id"": 30}",SIMILAR,,"{""score"": 0.7746674101533718}"
EDGE,,,,Product:31,49,Product,"{""id"": 31}",Product:29,51,Product,"{""id"": 29}",SIMILAR,,"{""score"": 0.7709255319540743}"
EDGE,,,,Product:31,49,Product,"{""id"": 31}",Product:15,65,Product,"{""id"": 15}",SIMILAR,,"{""score"": 0.8026530239017627}"
EDGE,,,,Product:31,49,Product,"{""id"": 31}",Product:14,66,Product,"{""id"": 14}",SIMILAR,,"{""score"": 0.7427108607279863}"
EDGE,,,,Product:31,49,Product,"{""id"": 31}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.8089726710799077}"
EDGE,,,,Product:30,50,Product,"{""id"": 30}",Product:31,49,Product,"{""id"": 31}",SIMILAR,,"{""score"": 0.7746674101533718}"
EDGE,,,,Product:30,50,Product,"{""id"": 30}",Product:29,51,Product,"{""id"": 29}",SIMILAR,,"{""score"": 0.7893872450497899}"
EDGE,,,,Product:30,50,Product,"{""id"": 30}",Product:15,65,Product,"{""id"": 15}",SIMILAR,,"{""score"": 0.7975828876060655}"
EDGE,,,,Product:30,50,Product,"{""id"": 30}",Product:14,66,Product,"{""id"": 14}",SIMILAR,,"{""score"": 0.7555366634427853}"
EDGE,,,,Product:30,50,Product,"{""id"": 30}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.8239211313133317}"
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Product:32,48,Product,"{""id"": 32}",SIMILAR,,"{""score"": 0.7455870198983137}"
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Product:31,49,Product,"{""id"": 31}",SIMILAR,,"{""score"": 0.7709255319540743}"
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Product:30,50,Product,"{""id"": 30}",SIMILAR,,"{""score"": 0.7893872450497899}"
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Product:15,65,Product,"{""id"": 15}",SIMILAR,,"{""score"": 0.8245174984706058}"
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Product:14,66,Product,"{""id"": 14}",SIMILAR,,"{""score"": 0.7628240919235876}"
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.8378977785610358}"
EDGE,,,,Product:28,52,Product,"{""id"": 28}",Product:27,53,Product,"{""id"": 27}",SIMILAR,,"{""score"": 0.778520418268375}"
EDGE,,,,Product:28,52,Product,"{""id"": 28}",Product:25,55,Product,"{""id"": 25}",SIMILAR,,"{""score"": 0.7968074304993904}"
EDGE,,,,Product:28,52,Product,"{""id"": 28}",Product:9,71,Product,"{""id"": 9}",SIMILAR,,"{""score"": 0.7979933096614192}"
EDGE,,,,Product:28,52,Product,"{""id"": 28}",Product:8,72,Product,"{""id"": 8}",SIMILAR,,"{""score"": 0.791601305080519}"
EDGE,,,,Product:28,52,Product,"{""id"": 28}",Product:2,78,Product,"{""id"": 2}",SIMILAR,,"{""score"": 0.8173780911686435}"
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Product:28,52,Product,"{""id"": 28}",SIMILAR,,"{""score"": 0.778520418268375}"
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Product:25,55,Product,"{""id"": 25}",SIMILAR,,"{""score"": 0.7765984944457701}"
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Product:21,59,Product,"{""id"": 21}",SIMILAR,,"{""score"": 0.6567378400140355}"
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Product:9,71,Product,"{""id"": 9}",SIMILAR,,"{""score"": 0.7705643918223065}"
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Product:8,72,Product,"{""id"": 8}",SIMILAR,,"{""score"": 0.7656763125112009}"
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Product:5,75,Product,"{""id"": 5}",SIMILAR,,"{""score"": 0.7748884229721444}"
EDGE,,,,Product:26,54,Product,"{""id"": 26}",Product:45,9,Product,"{""id"": 45}",SIMILAR,,"{""score"": 0.7397655646477727}"
EDGE,,,,Product:26,54,Product,"{""id"": 26}",Product:7,73,Product,"{""id"": 7}",SIMILAR,,"{""score"": 0.8041241236513741}"
EDGE,,,,Product:26,54,Product,"{""id"": 26}",Product:5,75,Product,"{""id"": 5}",SIMILAR,,"{""score"": 0.7793810424660423}"
EDGE,,,,Product:26,54,Product,"{""id"": 26}",Product:2,78,Product,"{""id"": 2}",SIMILAR,,"{""score"": 0.7464394606561041}"
EDGE,,,,Product:26,54,Product,"{""id"": 26}",Product:1,79,Product,"{""id"": 1}",SIMILAR,,"{""score"": 0.8095741289834438}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:28,52,Product,"{""id"": 28}",SIMILAR,,"{""score"": 0.7968074304993904}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:27,53,Product,"{""id"": 27}",SIMILAR,,"{""score"": 0.7765984944457701}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:24,56,Product,"{""id"": 24}",SIMILAR,,"{""score"": 0.8058680407902895}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:8,72,Product,"{""id"": 8}",SIMILAR,,"{""score"": 0.7964451995335912}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:5,75,Product,"{""id"": 5}",SIMILAR,,"{""score"": 0.8620127448690691}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:4,76,Product,"{""id"": 4}",SIMILAR,,"{""score"": 0.7586880907096037}"
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Product:2,78,Product,"{""id"": 2}",SIMILAR,,"{""score"": 0.7787563975554798}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:38,39,Product,"{""id"": 38}",SIMILAR,,"{""score"": 0.7054487235956391}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:25,55,Product,"{""id"": 25}",SIMILAR,,"{""score"": 0.8058680407902895}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:23,57,Product,"{""id"": 23}",SIMILAR,,"{""score"": 0.6926291350749375}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:9,71,Product,"{""id"": 9}",SIMILAR,,"{""score"": 0.8055942233760557}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:8,72,Product,"{""id"": 8}",SIMILAR,,"{""score"": 0.7804971456624474}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:5,75,Product,"{""id"": 5}",SIMILAR,,"{""score"": 0.8318903129357482}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:4,76,Product,"{""id"": 4}",SIMILAR,,"{""score"": 0.8202901770920443}"
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Product:2,78,Product,"{""id"": 2}",SIMILAR,,"{""score"": 0.7851633540843636}"
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Product:43,33,Product,"{""id"": 43}",SIMILAR,,"{""score"": 0.6845318790989913}"
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Product:42,34,Product,"{""id"": 42}",SIMILAR,,"{""score"": 0.6835857282057799}"
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Product:41,35,Product,"{""id"": 41}",SIMILAR,,"{""score"": 0.6873245804229783}"
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Product:24,56,Product,"{""id"": 24}",SIMILAR,,"{""score"": 0.6926291350749375}"
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Product:22,58,Product,"{""id"": 22}",SIMILAR,,"{""score"": 0.6943528894116302}"
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Product:21,59,Product,"{""id"": 21}",SIMILAR,,"{""score"": 0.7868847253947986}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:45,9,Product,"{""id"": 45}",SIMILAR,,"{""score"": 0.7953195253045926}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:42,34,Product,"{""id"": 42}",SIMILAR,,"{""score"": 0.6847687853749382}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:23,57,Product,"{""id"": 23}",SIMILAR,,"{""score"": 0.6943528894116302}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:21,59,Product,"{""id"": 21}",SIMILAR,,"{""score"": 0.7124960287487915}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:14,66,Product,"{""id"": 14}",SIMILAR,,"{""score"": 0.7211904162840616}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:7,73,Product,"{""id"": 7}",SIMILAR,,"{""score"": 0.717114954239467}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:6,74,Product,"{""id"": 6}",SIMILAR,,"{""score"": 0.732797872344143}"
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.7198273582939477}"
EDGE,,,,Product:21,59,Product,"{""id"": 21}",Product:42,34,Product,"{""id"": 42}",SIMILAR,,"{""score"": 0.7196389685415274}"
EDGE,,,,Product:21,59,Product,"{""id"": 21}",Product:41,35,Product,"{""id"": 41}",SIMILAR,,"{""score"": 0.6940623454850059}"
EDGE,,,,Product:21,59,Product,"{""id"": 21}",Product:27,53,Product,"{""id"": 27}",SIMILAR,,"{""score"": 0.6567378400140355}"
EDGE,,,,Product:21,59,Product,"{""id"": 21}",Product:23,57,Product,"{""id"": 23}",SIMILAR,,"{""score"": 0.7868847253947986}"
EDGE,,,,Product:21,59,Product,"{""id"": 21}",Product:22,58,Product,"{""id"": 22}",SIMILAR,,"{""score"": 0.7124960287487915}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:55,12,Product,"{""id"": 55}",SIMILAR,,"{""score"": 0.6761124163462694}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:41,35,Product,"{""id"": 41}",SIMILAR,,"{""score"": 0.7029124708445458}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:40,36,Product,"{""id"": 40}",SIMILAR,,"{""score"": 0.7559727922979379}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:39,38,Product,"{""id"": 39}",SIMILAR,,"{""score"": 0.6902859335877484}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:37,41,Product,"{""id"": 37}",SIMILAR,,"{""score"": 0.759911946618268}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:19,61,Product,"{""id"": 19}",SIMILAR,,"{""score"": 0.7995299104335445}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:18,62,Product,"{""id"": 18}",SIMILAR,,"{""score"": 0.7002944933250248}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:17,63,Product,"{""id"": 17}",SIMILAR,,"{""score"": 0.7864128172534884}"
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.7264877187714767}"
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Product:45,9,Product,"{""id"": 45}",SIMILAR,,"{""score"": 0.7213720240708623}"
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Product:40,36,Product,"{""id"": 40}",SIMILAR,,"{""score"": 0.7893401516645991}"
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Product:39,38,Product,"{""id"": 39}",SIMILAR,,"{""score"": 0.6766927844219081}"
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.7995299104335445}"
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Product:18,62,Product,"{""id"": 18}",SIMILAR,,"{""score"": 0.697501041705694}"
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Product:6,74,Product,"{""id"": 6}",SIMILAR,,"{""score"": 0.7222528113653739}"
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Product:42,34,Product,"{""id"": 42}",SIMILAR,,"{""score"": 0.7064881852580123}"
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Product:41,35,Product,"{""id"": 41}",SIMILAR,,"{""score"": 0.6879965492763991}"
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Product:39,38,Product,"{""id"": 39}",SIMILAR,,"{""score"": 0.78437799245822}"
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.7002944933250248}"
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Product:19,61,Product,"{""id"": 19}",SIMILAR,,"{""score"": 0.697501041705694}"
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Product:16,64,Product,"{""id"": 16}",SIMILAR,,"{""score"": 0.7255403984255685}"
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Product:57,14,Product,"{""id"": 57}",SIMILAR,,"{""score"": 0.6581151345676101}"
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Product:38,39,Product,"{""id"": 38}",SIMILAR,,"{""score"": 0.748512877777516}"
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Product:37,41,Product,"{""id"": 37}",SIMILAR,,"{""score"": 0.8460122993938973}"
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.7864128172534884}"
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Product:16,64,Product,"{""id"": 16}",SIMILAR,,"{""score"": 0.7864795595485249}"
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.7399803827504149}"
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Product:42,34,Product,"{""id"": 42}",SIMILAR,,"{""score"": 0.7042445940536712}"
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Product:38,39,Product,"{""id"": 38}",SIMILAR,,"{""score"": 0.7622115027328887}"
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Product:37,41,Product,"{""id"": 37}",SIMILAR,,"{""score"": 0.7823968018436442}"
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Product:35,44,Product,"{""id"": 35}",SIMILAR,,"{""score"": 0.7351213902458541}"
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Product:18,62,Product,"{""id"": 18}",SIMILAR,,"{""score"": 0.7255403984255685}"
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Product:17,63,Product,"{""id"": 17}",SIMILAR,,"{""score"": 0.7864795595485249}"
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Product:32,48,Product,"{""id"": 32}",SIMILAR,,"{""score"": 0.7852665826448272}"
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Product:31,49,Product,"{""id"": 31}",SIMILAR,,"{""score"": 0.8026530239017627}"
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Product:30,50,Product,"{""id"": 30}",SIMILAR,,"{""score"": 0.7975828876060655}"
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Product:29,51,Product,"{""id"": 29}",SIMILAR,,"{""score"": 0.8245174984706058}"
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Product:14,66,Product,"{""id"": 14}",SIMILAR,,"{""score"": 0.7573432231123589}"
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Product:3,77,Product,"{""id"": 3}",SIMILAR,,"{""score"": 0.8740390779832858}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:33,46,Product,"{""id"": 33}",SIMILAR,,"{""score"": 0.785702985192958}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:31,49,Product,"{""id"": 31}",SIMILAR,,"{""score"": 0.7427108607279863}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:30,50,Product,"{""id"": 30}",SIMILAR,,"{""score"": 0.7555366634427853}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:29,51,Product,"{""id"": 29}",SIMILAR,,"{""score"": 0.7628240919235876}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:22,58,Product,"{""id"": 22}",SIMILAR,,"{""score"": 0.7211904162840616}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:15,65,Product,"{""id"": 15}",SIMILAR,,"{""score"": 0.7573432231123589}"
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.7469887058377398}"
